"Row_ID","Order_ID","Order_Date","Ship_Date","Ship_Mode","Customer_ID","Customer_Name","Segment","Country","City","State","Postal_Code","Region","Product_ID","Category","Sub_Category","Product_Name","Sales","Quantity","Discount","Profit","Date_String"
6046,"CA-2018-113215",2018-09-03,2018-09-08,"Standard Class","CP-12085","Cathy Prescott","Corporate","United States","Tucson","Arizona",85705,"West","FUR-FU-10002937","Furniture","Furnishings","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1156,3,5,438,"8-Sep-18"
8742,"CA-2018-113222",2018-11-09,2018-11-09,"Same Day","AG-10765","Anthony Garverick","Home Office","United States","Lawrence","Indiana",46226,"Central","OFF-BI-10001890","Office Supplies","Binders","Avery Poly Binder Pockets",291,3,2,332,"9-Nov-18"
2540,"CA-2018-113404",2018-07-16,2018-07-16,"Same Day","EM-13810","Eleni McCrary","Corporate","United States","San Francisco","California",94122,"West","FUR-CH-10003312","Furniture","Chairs","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",152,6,5,567,"16-Jul-18"
2541,"CA-2018-113404",2018-07-16,2018-07-16,"Same Day","EM-13810","Eleni McCrary","Corporate","United States","San Francisco","California",94122,"West","FUR-CH-10004086","Furniture","Chairs","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",2588,3,5,419,"16-Jul-18"
5496,"CA-2018-113523",2018-09-04,2018-09-08,"Standard Class","SC-20440","Shaun Chance","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings",2575,4,12,694,"8-Sep-18"
3809,"CA-2018-113628",2018-11-12,2018-11-19,"Standard Class","AH-10690","Anna Häberlin","Corporate","United States","Plantation","Florida",33317,"South","OFF-BI-10002799","Office Supplies","Binders","SlimView Poly Binder, 3/8""",1837,3,12,646,"19-Nov-18"
3810,"CA-2018-113628",2018-11-12,2018-11-19,"Standard Class","AH-10690","Anna Häberlin","Corporate","United States","Plantation","Florida",33317,"South","FUR-CH-10003298","Furniture","Chairs","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",2191,5,5,714,"19-Nov-18"
3812,"CA-2018-113628",2018-11-12,2018-11-19,"Standard Class","AH-10690","Anna Häberlin","Corporate","United States","Plantation","Florida",33317,"South","FUR-CH-10004477","Furniture","Chairs","Global Push Button Manager's Chair, Indigo",607,3,5,93,"19-Nov-18"
3811,"CA-2018-113628",2018-11-12,2018-11-19,"Standard Class","AH-10690","Anna Häberlin","Corporate","United States","Plantation","Florida",33317,"South","TEC-PH-10000441","Technology","Phones","VTech DS6151",298,1,5,30,"19-Nov-18"
3807,"CA-2018-113628",2018-11-12,2018-11-19,"Standard Class","AH-10690","Anna Häberlin","Corporate","United States","Plantation","Florida",33317,"South","OFF-AR-10001246","Office Supplies","Art","Newell 317",372,5,5,3,"19-Nov-18"
3808,"CA-2018-113628",2018-11-12,2018-11-19,"Standard Class","AH-10690","Anna Häberlin","Corporate","United States","Plantation","Florida",33317,"South","OFF-BI-10003291","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings",2117,2,12,646,"19-Nov-18"
7615,"CA-2018-113740",2018-08-24,2018-08-28,"Second Class","SC-20380","Shahid Collister","Consumer","United States","New York City","New York",10035,"East","FUR-FU-10000010","Furniture","Furnishings","DAX Value U-Channel Document Frames, Easel Back",575,3,2,332,"28-Aug-18"
3961,"CA-2018-113901",2018-10-19,2018-10-24,"Standard Class","NH-18610","Nicole Hansen","Corporate","United States","Detroit","Michigan",48227,"Central","OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings",1742,6,2,113,"24-Oct-18"
3962,"CA-2018-113901",2018-10-19,2018-10-24,"Standard Class","NH-18610","Nicole Hansen","Corporate","United States","Detroit","Michigan",48227,"Central","TEC-PH-10002564","Technology","Phones","OtterBox Defender Series Case - Samsung Galaxy S4",637,5,2,314,"24-Oct-18"
1152,"CA-2018-113971",2018-05-08,2018-05-14,"Standard Class","CB-12535","Claudia Bergmann","Corporate","United States","Cuyahoga Falls","Ohio",44221,"East","FUR-FU-10001852","Furniture","Furnishings","Eldon Regeneration Recycled Desk Accessories, Smoke",2753,6,5,3,"14-May-18"
6088,"CA-2018-114048",2018-12-14,2018-12-18,"Standard Class","EH-13945","Eric Hoffmann","Consumer","United States","Costa Mesa","California",92627,"West","FUR-FU-10004351","Furniture","Furnishings","Staple-based wall hangings",1389,3,2,62,"18-Dec-18"
1703,"CA-2018-114069",2018-07-13,2018-07-15,"Second Class","ND-18370","Natalie DeCherney","Consumer","United States","New York City","New York",10035,"East","OFF-PA-10000349","Office Supplies","Paper","Easy-staple paper",284,2,2,332,"15-Jul-18"
1701,"CA-2018-114069",2018-07-13,2018-07-15,"Second Class","ND-18370","Natalie DeCherney","Consumer","United States","New York City","New York",10035,"East","OFF-BI-10000320","Office Supplies","Binders","GBC Plastic Binding Combs",372,2,5,293,"15-Jul-18"
1702,"CA-2018-114069",2018-07-13,2018-07-15,"Second Class","ND-18370","Natalie DeCherney","Consumer","United States","New York City","New York",10035,"East","FUR-CH-10000595","Furniture","Chairs","Safco Contoured Stacking Chairs",267,9,3,245,"15-Jul-18"
2026,"CA-2018-114237",2018-03-13,2018-03-15,"First Class","MC-17275","Marc Crier","Consumer","United States","Seattle","Washington",98103,"West","FUR-BO-10004409","Furniture","Bookcases","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",585,2,2,296,"15-Mar-18"
848,"CA-2018-114300",2018-10-13,2018-10-17,"Standard Class","AF-10885","Art Foster","Consumer","United States","Louisville","Kentucky",40214,"South","FUR-CH-10001891","Furniture","Chairs","Global Deluxe Office Fabric Chairs",1381,3,2,418,"17-Oct-18"
847,"CA-2018-114300",2018-10-13,2018-10-17,"Standard Class","AF-10885","Art Foster","Consumer","United States","Louisville","Kentucky",40214,"South","TEC-PH-10001552","Technology","Phones","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",2805,7,2,170,"17-Oct-18"
3097,"CA-2018-114468",2018-08-23,2018-08-23,"Same Day","TD-20995","Tamara Dahlen","Consumer","United States","Bolingbrook","Illinois",60440,"Central","OFF-AP-10000696","Office Supplies","Appliances","Holmes Odor Grabber",2123,2,13,507,"23-Aug-18"
3094,"CA-2018-114468",2018-08-23,2018-08-23,"Same Day","TD-20995","Tamara Dahlen","Consumer","United States","Bolingbrook","Illinois",60440,"Central","OFF-SU-10004231","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",1507,4,5,223,"23-Aug-18"
3096,"CA-2018-114468",2018-08-23,2018-08-23,"Same Day","TD-20995","Tamara Dahlen","Consumer","United States","Bolingbrook","Illinois",60440,"Central","OFF-FA-10003021","Office Supplies","Fasteners","Staples",431,8,5,131,"23-Aug-18"
3095,"CA-2018-114468",2018-08-23,2018-08-23,"Same Day","TD-20995","Tamara Dahlen","Consumer","United States","Bolingbrook","Illinois",60440,"Central","OFF-PA-10000809","Office Supplies","Paper","Xerox 206",288,2,5,293,"23-Aug-18"
6466,"CA-2018-114503",2018-11-13,2018-11-17,"Standard Class","AA-10375","Allen Armold","Consumer","United States","Lebanon","Tennessee",37087,"South","OFF-ST-10003572","Office Supplies","Storage","Portfile Personal File Boxes",2833,6,5,361,"17-Nov-18"
8203,"CA-2018-114811",2018-11-08,2018-11-08,"Same Day","KD-16495","Keith Dawkins","Corporate","United States","New York City","New York",10024,"East","TEC-PH-10004165","Technology","Phones","Mitel MiVoice 5330e IP Phone",2248,2,2,76,"8-Nov-18"
8204,"CA-2018-114811",2018-11-08,2018-11-08,"Same Day","KD-16495","Keith Dawkins","Corporate","United States","New York City","New York",10024,"East","FUR-FU-10002240","Furniture","Furnishings","Nu-Dell EZ-Mount Plastic Wall Frames",372,3,2,332,"8-Nov-18"
8205,"CA-2018-114811",2018-11-08,2018-11-08,"Same Day","KD-16495","Keith Dawkins","Corporate","United States","New York City","New York",10024,"East","TEC-MA-10000045","Technology","Machines","Zebra ZM400 Thermal Label Printer",1825,4,2,132,"8-Nov-18"
8202,"CA-2018-114811",2018-11-08,2018-11-08,"Same Day","KD-16495","Keith Dawkins","Corporate","United States","New York City","New York",10024,"East","OFF-ST-10000885","Office Supplies","Storage","Fellowes Desktop Hanging File Manager",2510,5,2,103,"8-Nov-18"
8206,"CA-2018-114811",2018-11-08,2018-11-08,"Same Day","KD-16495","Keith Dawkins","Corporate","United States","New York City","New York",10024,"East","FUR-CH-10003746","Furniture","Chairs","Hon 4070 Series Pagoda Round Back Stacking Chairs",2306,2,3,48,"8-Nov-18"
763,"CA-2018-114923",2018-02-08,2018-02-13,"Standard Class","LH-17020","Lisa Hazard","Consumer","United States","Columbus","Ohio",43229,"East","TEC-PH-10003931","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker",349,3,8,592,"13-Feb-18"
928,"CA-2018-115091",2018-10-05,2018-10-09,"Standard Class","JJ-15760","Joel Jenkins","Home Office","United States","Springfield","Virginia",22153,"South","OFF-AR-10000658","Office Supplies","Art","Newell 324",2008,4,2,62,"9-Oct-18"
929,"CA-2018-115091",2018-10-05,2018-10-09,"Standard Class","JJ-15760","Joel Jenkins","Home Office","United States","Springfield","Virginia",22153,"South","OFF-AP-10000696","Office Supplies","Appliances","Holmes Odor Grabber",1356,2,2,30,"9-Oct-18"
8829,"CA-2018-115168",2018-06-05,2018-06-09,"Standard Class","BB-11545","Brenda Bowman","Corporate","United States","Saint Charles","Missouri",63301,"Central","OFF-PA-10000528","Office Supplies","Paper","Xerox 1981",290,2,2,332,"9-Jun-18"
6268,"CA-2018-115392",2018-10-01,2018-10-04,"Second Class","RM-19675","Robert Marley","Home Office","United States","Cambridge","Massachusetts",2138,"East","TEC-PH-10002496","Technology","Phones","Cisco SPA301",1515,2,2,446,"4-Oct-18"
6269,"CA-2018-115392",2018-10-01,2018-10-04,"Second Class","RM-19675","Robert Marley","Home Office","United States","Cambridge","Massachusetts",2138,"East","OFF-BI-10000829","Office Supplies","Binders","Avery Non-Stick Binders",1086,5,2,30,"4-Oct-18"
8826,"CA-2018-115399",2018-12-19,2018-12-22,"First Class","AG-10900","Arthur Gainer","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","OFF-LA-10003190","Office Supplies","Labels","Avery 474",2361,3,5,223,"22-Dec-18"
6956,"CA-2018-115420",2018-04-25,2018-05-02,"Standard Class","LS-16945","Linda Southworth","Corporate","United States","Los Angeles","California",90004,"West","OFF-EN-10003862","Office Supplies","Envelopes","Laser & Ink Jet Business Envelopes",1033,2,2,30,"2-May-18"
3370,"CA-2018-115511",2018-11-21,2018-11-25,"Standard Class","NW-18400","Natalie Webber","Consumer","United States","Las Vegas","Nevada",89115,"West","OFF-BI-10002225","Office Supplies","Binders","Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",2487,4,5,170,"25-Nov-18"
3369,"CA-2018-115511",2018-11-21,2018-11-25,"Standard Class","NW-18400","Natalie Webber","Consumer","United States","Las Vegas","Nevada",89115,"West","FUR-BO-10002598","Furniture","Bookcases","Hon Metal Bookcases, Putty",585,2,2,299,"25-Nov-18"
5189,"CA-2018-115567",2018-09-13,2018-09-18,"Standard Class","ZC-21910","Zuschuss Carroll","Consumer","United States","Columbus","Indiana",47201,"Central","FUR-CH-10000015","Furniture","Chairs","Hon Multipurpose Stacking Arm Chairs",196,7,2,290,"18-Sep-18"
5188,"CA-2018-115567",2018-09-13,2018-09-18,"Standard Class","ZC-21910","Zuschuss Carroll","Consumer","United States","Columbus","Indiana",47201,"Central","TEC-AC-10001314","Technology","Accessories","Case Logic 2.4GHz Wireless Keyboard",991,4,2,93,"18-Sep-18"
6361,"CA-2018-115693",2018-12-10,2018-12-15,"Standard Class","FC-14245","Frank Carlisle","Home Office","United States","Los Angeles","California",90032,"West","OFF-AR-10003582","Office Supplies","Art","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",2264,2,2,93,"15-Dec-18"
51,"CA-2018-115742",2018-04-18,2018-04-22,"Standard Class","DP-13000","Darren Powers","Consumer","United States","New Albany","Indiana",47150,"Central","OFF-LA-10002762","Office Supplies","Labels","Avery 485",2667,6,2,261,"22-Apr-18"
50,"CA-2018-115742",2018-04-18,2018-04-22,"Standard Class","DP-13000","Darren Powers","Consumer","United States","New Albany","Indiana",47150,"Central","OFF-BI-10004410","Office Supplies","Binders","C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",1741,6,2,113,"22-Apr-18"
53,"CA-2018-115742",2018-04-18,2018-04-22,"Standard Class","DP-13000","Darren Powers","Consumer","United States","New Albany","Indiana",47150,"Central","FUR-CH-10003061","Furniture","Chairs","Global Leather Task Chair, Black",2927,1,2,103,"22-Apr-18"
52,"CA-2018-115742",2018-04-18,2018-04-22,"Standard Class","DP-13000","Darren Powers","Consumer","United States","New Albany","Indiana",47150,"Central","FUR-FU-10001706","Furniture","Furnishings","Longer-Life Soft White Bulbs",2354,2,2,223,"22-Apr-18"
2738,"CA-2018-115798",2018-11-13,2018-11-19,"Standard Class","KL-16645","Ken Lonsdale","Consumer","United States","Newark","Delaware",19711,"East","FUR-BO-10004467","Furniture","Bookcases","Bestar Classic Bookcase",1466,3,2,353,"19-Nov-18"
2736,"CA-2018-115798",2018-11-13,2018-11-19,"Standard Class","KL-16645","Ken Lonsdale","Consumer","United States","Newark","Delaware",19711,"East","TEC-PH-10003691","Technology","Phones","BlackBerry Q10",1737,3,2,446,"19-Nov-18"
2739,"CA-2018-115798",2018-11-13,2018-11-19,"Standard Class","KL-16645","Ken Lonsdale","Consumer","United States","Newark","Delaware",19711,"East","TEC-PH-10001819","Technology","Phones","Innergie mMini Combo Duo USB Travel Charging Kit",2927,2,2,309,"19-Nov-18"
2737,"CA-2018-115798",2018-11-13,2018-11-19,"Standard Class","KL-16645","Ken Lonsdale","Consumer","United States","Newark","Delaware",19711,"East","OFF-PA-10001560","Office Supplies","Paper","Adams Telephone Message Books, 5 1/4” x 11”",1895,7,2,140,"19-Nov-18"
1303,"CA-2018-115847",2018-09-19,2018-09-24,"Second Class","TC-21535","Tracy Collins","Home Office","United States","Arlington","Virginia",22204,"South","FUR-BO-10003433","Furniture","Bookcases","Sauder Cornerstone Collection Library",2402,2,2,293,"24-Sep-18"
5948,"CA-2018-115924",2018-09-14,2018-09-18,"Second Class","BE-11455","Brad Eason","Home Office","United States","Des Moines","Iowa",50315,"Central","OFF-BI-10004040","Office Supplies","Binders","Wilson Jones Impact Binders",1226,5,2,62,"18-Sep-18"
789,"CA-2018-115938",2018-06-26,2018-06-30,"Standard Class","SA-20830","Sue Ann Reed","Consumer","United States","Richmond","Virginia",23223,"South","OFF-BI-10001543","Office Supplies","Binders","GBC VeloBinder Manual Binding System",596,4,2,393,"30-Jun-18"
792,"CA-2018-115938",2018-06-26,2018-06-30,"Standard Class","SA-20830","Sue Ann Reed","Consumer","United States","Richmond","Virginia",23223,"South","FUR-CH-10003199","Furniture","Chairs","Office Star - Contemporary Task Swivel Chair",1587,3,2,424,"30-Jun-18"
790,"CA-2018-115938",2018-06-26,2018-06-30,"Standard Class","SA-20830","Sue Ann Reed","Consumer","United States","Richmond","Virginia",23223,"South","OFF-ST-10001321","Office Supplies","Storage","Decoflex Hanging Personal Folder File, Blue",631,1,2,293,"30-Jun-18"
791,"CA-2018-115938",2018-06-26,2018-06-30,"Standard Class","SA-20830","Sue Ann Reed","Consumer","United States","Richmond","Virginia",23223,"South","OFF-BI-10001132","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",1919,8,2,150,"30-Jun-18"
4317,"CA-2018-115945",2018-06-25,2018-07-01,"Standard Class","AB-10165","Alan Barnes","Consumer","United States","Los Angeles","California",90045,"West","OFF-ST-10001963","Office Supplies","Storage","Tennsco Regal Shelving Units",1481,3,2,439,"1-Jul-18"
4315,"CA-2018-115945",2018-06-25,2018-07-01,"Standard Class","AB-10165","Alan Barnes","Consumer","United States","Los Angeles","California",90045,"West","OFF-AR-10004062","Office Supplies","Art","Staples in misc. colors",1030,2,2,332,"1-Jul-18"
4316,"CA-2018-115945",2018-06-25,2018-07-01,"Standard Class","AB-10165","Alan Barnes","Consumer","United States","Los Angeles","California",90045,"West","OFF-BI-10004330","Office Supplies","Binders","GBC Velobind Prepunched Cover Sets, Regency Series",2883,3,5,206,"1-Jul-18"
2252,"CA-2018-116092",2018-02-15,2018-02-18,"Second Class","JM-16195","Justin MacKendrick","Consumer","United States","Los Angeles","California",90004,"West","OFF-PA-10000477","Office Supplies","Paper","Xerox 22",849,3,2,439,"18-Feb-18"
2250,"CA-2018-116092",2018-02-15,2018-02-18,"Second Class","JM-16195","Justin MacKendrick","Consumer","United States","Los Angeles","California",90004,"West","OFF-BI-10000546","Office Supplies","Binders","Avery Durable Binders",369,5,5,293,"18-Feb-18"
2249,"CA-2018-116092",2018-02-15,2018-02-18,"Second Class","JM-16195","Justin MacKendrick","Consumer","United States","Los Angeles","California",90004,"West","OFF-BI-10001628","Office Supplies","Binders","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1874,5,5,62,"18-Feb-18"
2248,"CA-2018-116092",2018-02-15,2018-02-18,"Second Class","JM-16195","Justin MacKendrick","Consumer","United States","Los Angeles","California",90004,"West","OFF-PA-10004285","Office Supplies","Paper","Xerox 1959",508,2,2,361,"18-Feb-18"
2251,"CA-2018-116092",2018-02-15,2018-02-18,"Second Class","JM-16195","Justin MacKendrick","Consumer","United States","Los Angeles","California",90004,"West","OFF-AP-10001391","Office Supplies","Appliances","Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center",2228,6,2,90,"18-Feb-18"
6838,"CA-2018-116260",2018-07-06,2018-07-12,"Standard Class","BF-10975","Barbara Fisher","Corporate","United States","Vineland","New Jersey",8360,"East","OFF-AR-10003732","Office Supplies","Art","Newell 333",365,4,2,223,"12-Jul-18"
6282,"CA-2018-116484",2018-11-20,2018-11-26,"Standard Class","JK-15205","Jamie Kunitz","Consumer","United States","Marion","Ohio",43302,"East","FUR-FU-10002874","Furniture","Furnishings","Ultra Commercial Grade Dual Valve Door Closer",2433,2,5,30,"26-Nov-18"
6283,"CA-2018-116484",2018-11-20,2018-11-26,"Standard Class","JK-15205","Jamie Kunitz","Consumer","United States","Marion","Ohio",43302,"East","OFF-ST-10003994","Office Supplies","Storage","Belkin 19"" Center-Weighted Shelf, Gray",582,3,5,592,"26-Nov-18"
8466,"CA-2018-116512",2018-04-09,2018-04-14,"Standard Class","MC-18100","Mick Crebagga","Consumer","United States","New York City","New York",10024,"East","OFF-ST-10001505","Office Supplies","Storage","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",751,3,2,223,"14-Apr-18"
9640,"CA-2018-116638",2018-01-28,2018-01-31,"Second Class","JH-15985","Joseph Holt","Consumer","United States","Concord","North Carolina",28027,"South","FUR-TA-10000198","Furniture","Tables","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",1815,13,8,469,"31-Jan-18"
4115,"CA-2018-116687",2018-05-02,2018-05-07,"Standard Class","NC-18625","Noah Childs","Corporate","United States","Houston","Texas",77095,"Central","TEC-PH-10001750","Technology","Phones","Samsung Rugby III",677,3,5,72,"7-May-18"
4114,"CA-2018-116687",2018-05-02,2018-05-07,"Standard Class","NC-18625","Noah Childs","Corporate","United States","Houston","Texas",77095,"Central","OFF-LA-10000443","Office Supplies","Labels","Avery 501",2758,3,5,223,"7-May-18"
2635,"CA-2018-116750",2018-07-05,2018-07-10,"Second Class","BF-10975","Barbara Fisher","Corporate","United States","Fayetteville","North Carolina",28314,"South","FUR-FU-10003829","Furniture","Furnishings","Stackable Trays",1839,2,5,3,"10-Jul-18"
2636,"CA-2018-116750",2018-07-05,2018-07-10,"Second Class","BF-10975","Barbara Fisher","Corporate","United States","Fayetteville","North Carolina",28314,"South","OFF-BI-10004728","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders",2570,5,12,694,"10-Jul-18"
9600,"CA-2018-116841",2018-04-14,2018-04-18,"Standard Class","TP-21130","Theone Pippenger","Consumer","United States","Springfield","Oregon",97477,"West","OFF-AP-10002403","Office Supplies","Appliances","Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors",1641,1,5,223,"18-Apr-18"
7686,"CA-2018-116876",2018-02-14,2018-02-21,"Standard Class","TT-21070","Ted Trevino","Consumer","United States","Rochester","New York",14609,"East","TEC-PH-10002584","Technology","Phones","Samsung Galaxy S4",2418,1,2,121,"21-Feb-18"
7685,"CA-2018-116876",2018-02-14,2018-02-21,"Standard Class","TT-21070","Ted Trevino","Consumer","United States","Rochester","New York",14609,"East","OFF-BI-10002897","Office Supplies","Binders","Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",1272,9,5,30,"21-Feb-18"
41,"CA-2018-117415",2018-12-27,2018-12-31,"Standard Class","SN-20710","Steve Nguyen","Home Office","United States","Houston","Texas",77041,"Central","TEC-PH-10000486","Technology","Phones","Plantronics HL10 Handset Lifter",1724,4,5,303,"31-Dec-18"
38,"CA-2018-117415",2018-12-27,2018-12-31,"Standard Class","SN-20710","Steve Nguyen","Home Office","United States","Houston","Texas",77041,"Central","OFF-EN-10002986","Office Supplies","Envelopes","#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",390,9,5,261,"31-Dec-18"
39,"CA-2018-117415",2018-12-27,2018-12-31,"Standard Class","SN-20710","Steve Nguyen","Home Office","United States","Houston","Texas",77041,"Central","FUR-BO-10002545","Furniture","Bookcases","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",2208,3,7,669,"31-Dec-18"
40,"CA-2018-117415",2018-12-27,2018-12-31,"Standard Class","SN-20710","Steve Nguyen","Home Office","United States","Houston","Texas",77041,"Central","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",1050,3,6,515,"31-Dec-18"
2260,"CA-2018-117611",2018-11-08,2018-11-10,"Second Class","MZ-17335","Maria Zettner","Home Office","United States","San Diego","California",92024,"West","OFF-FA-10002280","Office Supplies","Fasteners","Advantus Plastic Paper Clips",2115,1,2,131,"10-Nov-18"
2261,"CA-2018-117611",2018-11-08,2018-11-10,"Second Class","MZ-17335","Maria Zettner","Home Office","United States","San Diego","California",92024,"West","TEC-AC-10002049","Technology","Accessories","Logitech G19 Programmable Gaming Keyboard",1725,3,2,388,"10-Nov-18"
5765,"CA-2018-117772",2018-09-10,2018-09-12,"Second Class","MC-17575","Matt Collins","Consumer","United States","Seattle","Washington",98103,"West","OFF-ST-10003994","Office Supplies","Storage","Belkin 19"" Center-Weighted Shelf, Gray",1656,6,2,113,"12-Sep-18"
4618,"CA-2018-117800",2018-09-21,2018-09-26,"Standard Class","TH-21550","Tracy Hopkins","Home Office","United States","Everett","Massachusetts",2149,"East","TEC-PH-10002415","Technology","Phones","Polycom VoiceStation 500 Conference phone",2330,2,2,80,"26-Sep-18"
4619,"CA-2018-117800",2018-09-21,2018-09-26,"Standard Class","TH-21550","Tracy Hopkins","Home Office","United States","Everett","Massachusetts",2149,"East","FUR-CH-10000785","Furniture","Chairs","Global Ergonomic Managers Chair",2230,3,2,74,"26-Sep-18"
2320,"CA-2018-117828",2018-12-23,2018-12-26,"First Class","BD-11500","Bradley Drucker","Consumer","United States","Richmond","Virginia",23223,"South","OFF-AP-10001563","Office Supplies","Appliances","Belkin Premiere Surge Master II 8-outlet surge protector",872,4,2,351,"26-Dec-18"
8556,"CA-2018-117884",2018-03-22,2018-03-22,"Same Day","DC-13285","Debra Catini","Consumer","United States","Plantation","Florida",33317,"South","TEC-AC-10002567","Technology","Accessories","Logitech G602 Wireless Gaming Mouse",1971,7,5,440,"22-Mar-18"
8557,"CA-2018-117884",2018-03-22,2018-03-22,"Same Day","DC-13285","Debra Catini","Consumer","United States","Plantation","Florida",33317,"South","OFF-ST-10002182","Office Supplies","Storage","Iris 3-Drawer Stacking Bin, Black",638,9,5,624,"22-Mar-18"
9725,"CA-2018-117898",2018-12-05,2018-12-11,"Standard Class","TB-21250","Tim Brockman","Consumer","United States","Bloomington","Illinois",61701,"Central","OFF-EN-10004459","Office Supplies","Envelopes","Security-Tint Envelopes",433,2,5,293,"11-Dec-18"
2032,"CA-2018-117961",2018-11-26,2018-11-30,"Standard Class","GP-14740","Guy Phonely","Corporate","United States","Leominster","Massachusetts",1453,"East","OFF-PA-10001274","Office Supplies","Paper","Loose Memo Sheets",364,3,2,332,"30-Nov-18"
2030,"CA-2018-117961",2018-11-26,2018-11-30,"Standard Class","GP-14740","Guy Phonely","Corporate","United States","Leominster","Massachusetts",1453,"East","OFF-ST-10001172","Office Supplies","Storage","Tennsco Lockers, Sand",328,5,2,185,"30-Nov-18"
2029,"CA-2018-117961",2018-11-26,2018-11-30,"Standard Class","GP-14740","Guy Phonely","Corporate","United States","Leominster","Massachusetts",1453,"East","OFF-BI-10000343","Office Supplies","Binders","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",573,3,2,395,"30-Nov-18"
2031,"CA-2018-117961",2018-11-26,2018-11-30,"Standard Class","GP-14740","Guy Phonely","Corporate","United States","Leominster","Massachusetts",1453,"East","OFF-BI-10003707","Office Supplies","Binders","Aluminum Screw Posts",2384,4,2,234,"30-Nov-18"
4766,"CA-2018-118227",2018-04-24,2018-04-28,"Standard Class","DB-13270","Deborah Brumfield","Home Office","United States","New York City","New York",10009,"East","OFF-AR-10001044","Office Supplies","Art","BOSTON Ranger #55 Pencil Sharpener, Black",1268,1,2,422,"28-Apr-18"
1595,"CA-2018-118423",2018-03-24,2018-03-27,"First Class","DP-13390","Dennis Pardue","Home Office","United States","Peoria","Illinois",61604,"Central","FUR-BO-10000362","Furniture","Bookcases","Sauder Inglewood Library Bookcases",1668,3,6,631,"27-Mar-18"
2911,"CA-2018-118444",2018-11-05,2018-11-09,"Standard Class","VD-21670","Valerie Dominguez","Consumer","United States","Coral Springs","Florida",33065,"South","OFF-AP-10000576","Office Supplies","Appliances","Belkin 325VA UPS Surge Protector, 6'",1773,4,5,177,"9-Nov-18"
5373,"CA-2018-118738",2018-10-24,2018-10-30,"Standard Class","AG-10495","Andrew Gjertsen","Corporate","United States","Houston","Texas",77041,"Central","OFF-PA-10003177","Office Supplies","Paper","Xerox 1999",633,3,5,332,"30-Oct-18"
5375,"CA-2018-118738",2018-10-24,2018-10-30,"Standard Class","AG-10495","Andrew Gjertsen","Corporate","United States","Houston","Texas",77041,"Central","OFF-PA-10001166","Office Supplies","Paper","Xerox 2",288,2,5,293,"30-Oct-18"
5374,"CA-2018-118738",2018-10-24,2018-10-30,"Standard Class","AG-10495","Andrew Gjertsen","Corporate","United States","Houston","Texas",77041,"Central","FUR-TA-10002607","Furniture","Tables","KI Conference Tables",1630,7,6,709,"30-Oct-18"
6789,"CA-2018-118843",2018-09-13,2018-09-20,"Standard Class","JH-15910","Jonathan Howell","Consumer","United States","Atlanta","Georgia",30318,"South","OFF-PA-10001712","Office Supplies","Paper","Xerox 1948",2557,7,2,234,"20-Sep-18"
6788,"CA-2018-118843",2018-09-13,2018-09-20,"Standard Class","JH-15910","Jonathan Howell","Consumer","United States","Atlanta","Georgia",30318,"South","FUR-FU-10003975","Furniture","Furnishings","Eldon Advantage Chair Mats for Low to Medium Pile Carpets",503,3,2,62,"20-Sep-18"
